"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Standard/M_Char_Standard_Elite.M_Char_Standard_Elite","0","29","29","1","20.088509","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Warrior/M_Char_Warrior_B.M_Char_Warrior_B","0","29","29","1","22.979275","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Tusk/M_Char_Tusk.M_Char_Tusk","0","29","29","1","21.525808","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blade/Axes/Blade_BohntaPick/M_Blade_BohntaPick.M_Blade_BohntaPick","0","29","29","1","21.249573","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Standard/M_Char_Standard.M_Char_Standard","0","29","29","1","20.961506","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Shell/M_Char_Shell.M_Char_Shell","0","29","29","1","21.149685","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Robo/M_Char_Robo.M_Char_Robo","0","29","29","1","20.718273","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Ragged/M_Char_Ragged.M_Char_Ragged","0","29","29","1","21.522541","0","0"
"/Game/InfinityBladeWarriors/Character/CompleteCharacters/Textures_Materials/CharM_Ragged/M_Char_RaggedElite.M_Char_RaggedElite","0","39","41","1","26.560369","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blade/Axes/Blade_FissureBlade/M_Blade_FissureBlade.M_Blade_FissureBlade","0","29","29","1","20.949173","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blade/Axes/Blade_ExecutionerAxe/M_Blade_Execution.M_Blade_Execution","0","29","29","1","21.551733","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blade/Axes/Blade_CrudeAxe/M_Blade_CrudeAxe.M_Blade_CrudeAxe","0","29","29","1","21.624552","0","0"
